Inv. Date,Area,Customer,Customer Name,Comp,Branch,STYP,Order No,  Item,DLV. No,  Item,Bill Typ,Invoice No,  Item,Mat.Gr,Parts No,Description,Q'ty,BUn,  Sales Amount,        Tax,Faktur Pajak No.
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162786,110,796573793,10,ZFBH,56325850,10,8RB,DKL-EOILDH1-I22,OIL ENGINE DH1 15W40 (PAIL-22),1,PC,"650,000","71,500",010.007-23.75288800
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162786,120,796573794,10,ZFBH,56325850,11,8R6,2424N196D3J1A, SHOE,6,PC,"2,400,000","264,000",010.007-23.75288800
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162786,70,796573795,10,ZFBH,56325850,12,8RB,DKL-HOIL68-I200,OIL HYD 68LL (DRUM),1,PC,"5,050,000","555,500",010.007-23.75288800
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162787,110,796573773,10,ZFBH,56325851,1,8R5,YN35V00054F1K,"VALVE, SOLENOID",1,PC,"1,935,000","212,850",010.007-23.75288801
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162787,10,796573774,10,ZFBH,56325851,2,8R1,VH23390E0020J1M," ELEMENT, FUEL",1,PC,"115,700","12,727",010.007-23.75288801
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162787,20,796573775,10,ZFBH,56325851,3,8R1,VHS156072190J1M," FILTER, OIL",1,PC,"115,700","12,727",010.007-23.75288801
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162787,30,796573776,10,ZFBH,56325851,4,8R1,YN21P01068R100J1J,"FILTER,FUEL",1,PC,"115,700","12,727",010.007-23.75288801
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162787,40,796573777,10,ZFBH,56325851,5,8R1,YN21P01088R100J1J,"FILTER,FUEL",1,PC,"115,700","12,727",010.007-23.75288801
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162787,60,796573778,10,ZFBH,56325851,6,8R1,VH23390E0020J1M," ELEMENT, FUEL",1,PC,"115,700","12,727",010.007-23.75288801
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162787,70,796573779,10,ZFBH,56325851,7,8R1,YN21P01157R100J1J,"FILTER, FUEL",1,PC,"210,000","23,100",010.007-23.75288801
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162787,80,796573780,10,ZFBH,56325851,8,8R1,VH23390E0020J1M," ELEMENT, FUEL",1,PC,"115,700","12,727",010.007-23.75288801
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162787,90,796573781,10,ZFBH,56325851,9,8R1,YN21P01068R100J1J,"FILTER,FUEL",1,PC,"115,700","12,727",010.007-23.75288801
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162787,100,796573782,10,ZFBH,56325851,10,8R1,YN21P01088R100J1J,"FILTER,FUEL",1,PC,"115,700","12,727",010.007-23.75288801
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162787,50,796573783,10,ZFBH,56325851,11,8RB,DKL-EOILDH1-I22,OIL ENGINE DH1 15W40 (PAIL-22),1,PC,"650,000","71,500",010.007-23.75288801
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162790,120,796573758,10,ZFBH,56325852,1,8R2,2446U260S8,PACKING,1,PC,"302,900","33,319",010.007-23.75288802
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162790,100,796573759,10,ZFBH,56325852,2,8R1,VH23300E0550,FINAL FILTER ASSY,1,PC,"994,400","109,384",010.007-23.75288802
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162790,110,796573760,10,ZFBH,56325852,3,8R1,YN50V00020F1,"FILTER, INLINE",1,PC,"888,000","97,680",010.007-23.75288802
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162790,10,796573761,10,ZFBH,56325852,4,8R1,VH23390E0020J1M," ELEMENT, FUEL",1,PC,"115,700","12,727",010.007-23.75288802
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162790,20,796573762,10,ZFBH,56325852,5,8R1,YN21P01157R100J1J,"FILTER, FUEL",1,PC,"210,000","23,100",010.007-23.75288802
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162790,30,796573763,10,ZFBH,56325852,6,8R1,VHS156072190J1M," FILTER, OIL",1,PC,"115,700","12,727",010.007-23.75288802
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162790,40,796573764,10,ZFBH,56325852,7,8R1,YN52V01025R100,REPAIR KIT,1,PC,"857,350","94,309",010.007-23.75288802
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162790,50,796573765,10,ZFBH,56325852,8,8R1,YN11P00029S003D,"# ELEMENT,FILTER",1,PC,"376,200","41,382",010.007-23.75288802
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162790,60,796573766,10,ZFBH,56325852,9,8R1,YN11P00029S002D,"# ELEMENT,FILTER",1,PC,"318,000","34,980",010.007-23.75288802
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162790,70,796573767,10,ZFBH,56325852,10,8R1,YN57V00012S002,"ELEMENT, FILTER",1,PC,"427,700","47,047",010.007-23.75288802
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162790,80,796573768,10,ZFBH,56325852,11,8R1,LQ50V01009P1,FILTER,1,PC,"242,450","26,670",010.007-23.75288802
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162790,90,796573769,10,ZFBH,56325852,12,8R1,LQ50V01007P1,FILTER,1,PC,"471,900","51,909",010.007-23.75288802
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162790,130,796573770,10,ZFBH,56325852,13,8RB,DKL-EOILDH1-S22,OIL ENGINE DH1 15W40 (PAIL-22),1,PC,"650,000","71,500",010.007-23.75288802
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162790,140,796573771,10,ZFBH,56325852,14,8RB,DKL-GOIL-90-I5,OIL GEAR 90 (PAIL 5 LITERS),3,PC,"675,000","74,250",010.007-23.75288802
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162790,150,796573772,10,ZFBH,56325852,15,8RB,DKL-HOIL68-I200,OIL HYD 68LL (DRUM),1,PC,"5,050,000","555,499",010.007-23.75288802
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162842,10,796573207,10,ZFBH,56325853,1,8R7,YN40F00042F2,"RING, SLEWING",3,PC,"78,000,000","8,580,000",010.007-23.75288803
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162842,20,796573208,10,ZFBH,56325853,2,8R6,YN52F01100D3,CAPSCREW,90,PC,"17,784,000","1,956,240",010.007-23.75288803
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162664,30,796573406,10,ZFBH,56325812,1,8R1,VH23300E0550,FINAL FILTER ASSY,1,PC,"994,400","109,384",010.007-23.75288762
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162664,10,796573407,10,ZFBH,56325812,2,8R1,LQ50V01007P1,FILTER,1,PC,"471,900","51,909",010.007-23.75288762
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162664,20,796573408,10,ZFBH,56325812,3,8R1,LQ50V01009P1,FILTER,1,PC,"242,450","26,670",010.007-23.75288762
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162664,50,796573409,10,ZFBH,56325812,4,8RB,DKL-GOIL-90-I5,OIL GEAR 90 (PAIL 5 LITERS),3,PC,"675,000","74,250",010.007-23.75288762
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162664,60,796573410,10,ZFBH,56325812,5,8RB,DKL-EOILDH1-S22,OIL ENGINE DH1 15W40 (PAIL-22),1,PC,"650,000","71,500",010.007-23.75288762
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162664,40,796573411,10,ZFBH,56325812,6,8RB,DKL-HOIL68-I200,OIL HYD 68LL (DRUM),1,PC,"5,050,000","555,500",010.007-23.75288762
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162665,10,796573395,10,ZFBH,56325813,1,8R1,VH23390E0020J1M," ELEMENT, FUEL",1,PC,"115,700","12,727",010.007-23.75288763
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162665,20,796573396,10,ZFBH,56325813,2,8R1,YN21P01157R100J1J,"FILTER, FUEL",1,PC,"210,000","23,100",010.007-23.75288763
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162665,30,796573397,10,ZFBH,56325813,3,8R1,VH23390E0020J1M," ELEMENT, FUEL",1,PC,"115,700","12,727",010.007-23.75288763
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162665,40,796573398,10,ZFBH,56325813,4,8R1,YN21P01157R100J1J,"FILTER, FUEL",1,PC,"210,000","23,100",010.007-23.75288763
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162665,70,796573399,10,ZFBH,56325813,5,8R1,VHS156072190J1M," FILTER, OIL",1,PC,"115,700","12,727",010.007-23.75288763
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162665,80,796573400,10,ZFBH,56325813,6,8R1,VH23390E0020J1M," ELEMENT, FUEL",1,PC,"115,700","12,727",010.007-23.75288763
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162665,90,796573401,10,ZFBH,56325813,7,8R1,YN21P01068R100J1J,"FILTER,FUEL",1,PC,"115,700","12,727",010.007-23.75288763
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162665,100,796573402,10,ZFBH,56325813,8,8R1,YN21P01088R100J1J,"FILTER,FUEL",1,PC,"115,700","12,727",010.007-23.75288763
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162665,60,796573403,10,ZFBH,56325813,9,8RB,DKL-HOIL68-I20,OIL HYD 68LL (PAIL),2,PC,"1,096,000","120,560",010.007-23.75288763
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162665,110,796573404,10,ZFBH,56325813,10,8RB,DKL-EOILDH1-S22,OIL ENGINE DH1 15W40 (PAIL-22),2,PC,"1,300,000","143,000",010.007-23.75288763
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162665,50,796573405,10,ZFBH,56325813,11,8RB,DKL-HOIL68-I200,OIL HYD 68LL (DRUM),4,PC,"20,200,000","2,222,000",010.007-23.75288763
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162666,10,796573384,10,ZFBH,56325814,1,8R1,VH23390E0020J1M," ELEMENT, FUEL",1,PC,"115,700","12,727",010.007-23.75288764
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162666,20,796573385,10,ZFBH,56325814,2,8R1,YN21P01157R100J1J,"FILTER, FUEL",1,PC,"210,000","23,100",010.007-23.75288764
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162666,30,796573386,10,ZFBH,56325814,3,8R1,YN57V00012S002,"ELEMENT, FILTER",1,PC,"427,700","47,047",010.007-23.75288764
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162666,40,796573387,10,ZFBH,56325814,4,8R1,YN52V01025R100,REPAIR KIT,1,PC,"857,350","94,309",010.007-23.75288764
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162666,60,796573388,10,ZFBH,56325814,5,8R1,VH23390E0020J1M," ELEMENT, FUEL",1,PC,"115,700","12,727",010.007-23.75288764
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162666,70,796573389,10,ZFBH,56325814,6,8R1,YN21P01157R100J1J,"FILTER, FUEL",1,PC,"210,000","23,100",010.007-23.75288764
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162666,80,796573390,10,ZFBH,56325814,7,8R1,VH23390E0020J1M," ELEMENT, FUEL",1,PC,"115,700","12,727",010.007-23.75288764
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162666,90,796573391,10,ZFBH,56325814,8,8R1,YN21P01157R100J1J,"FILTER, FUEL",1,PC,"210,000","23,100",010.007-23.75288764
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162666,100,796573392,10,ZFBH,56325814,9,8R1,VH23390E0020J1M," ELEMENT, FUEL",1,PC,"115,700","12,727",010.007-23.75288764
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162666,110,796573393,10,ZFBH,56325814,10,8R1,YN21P01157R100J1J,"FILTER, FUEL",1,PC,"210,000","23,100",010.007-23.75288764
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162666,50,796573394,10,ZFBH,56325814,11,8RB,DKL-HOIL68-I20,OIL HYD 68LL (PAIL),3,PC,"1,644,000","180,840",010.007-23.75288764
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162675,10,796573371,10,ZFBH,56325815,1,8R1,VHS156072190J1M," FILTER, OIL",1,PC,"115,700","12,727",010.007-23.75288765
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162675,20,796573372,10,ZFBH,56325815,2,8R1,YN21P01157R100J1J,"FILTER, FUEL",1,PC,"210,000","23,100",010.007-23.75288765
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162675,30,796573373,10,ZFBH,56325815,3,8R1,YN52V01025R100,REPAIR KIT,1,PC,"857,350","94,309",010.007-23.75288765
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162675,50,796573374,10,ZFBH,56325815,4,8R1,VHS156072190J1M," FILTER, OIL",1,PC,"115,700","12,727",010.007-23.75288765
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162675,60,796573375,10,ZFBH,56325815,5,8R1,YN21P01157R100J1J,"FILTER, FUEL",1,PC,"210,000","23,100",010.007-23.75288765
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162675,80,796573376,10,ZFBH,56325815,6,8R1,YN11P00039F1,"CLEANER, AIR",1,PC,"3,316,456","364,810",010.007-23.75288765
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162675,90,796573377,10,ZFBH,56325815,7,8R1,VHS156072190J1M," FILTER, OIL",1,PC,"115,700","12,727",010.007-23.75288765
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162675,100,796573378,10,ZFBH,56325815,8,8R1,YN21P01157R100J1J,"FILTER, FUEL",1,PC,"210,000","23,100",010.007-23.75288765
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162675,110,796573379,10,ZFBH,56325815,9,8R1,YN11P00029S002D,"# ELEMENT,FILTER",1,PC,"318,000","34,980",010.007-23.75288765
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162675,120,796573380,10,ZFBH,56325815,10,8R1,YN11P00029S003D,"# ELEMENT,FILTER",1,PC,"376,200","41,382",010.007-23.75288765
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162675,40,796573381,10,ZFBH,56325815,11,8RB,DKL-EOILDH1-S22,OIL ENGINE DH1 15W40 (PAIL-22),1,PC,"650,000","71,500",010.007-23.75288765
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162675,70,796573382,10,ZFBH,56325815,12,8RB,DKL-EOILDH1-S22,OIL ENGINE DH1 15W40 (PAIL-22),1,PC,"650,000","71,500",010.007-23.75288765
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162675,130,796573383,10,ZFBH,56325815,13,8RB,DKL-EOILDH1-S22,OIL ENGINE DH1 15W40 (PAIL-22),1,PC,"650,000","71,500",010.007-23.75288765
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162678,120,796573358,10,ZFBH,56325816,1,8R5,YN35V00051F1K,"VALVE, SOLENOID",1,PC,"1,828,000","201,080",010.007-23.75288766
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162678,130,796573359,10,ZFBH,56325816,2,8R9,YN52S00102P1,"SENSOR, PRESS",1,PC,"555,000","61,050",010.007-23.75288766
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162678,10,796573360,10,ZFBH,56325816,3,8R1,VHS156072190J1M," FILTER, OIL",1,PC,"115,700","12,727",010.007-23.75288766
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162678,20,796573361,10,ZFBH,56325816,4,8R1,YN21P01157R100J1J,"FILTER, FUEL",1,PC,"210,000","23,100",010.007-23.75288766
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162678,40,796573362,10,ZFBH,56325816,5,8R1,VHS156072190J1M," FILTER, OIL",1,PC,"115,700","12,727",010.007-23.75288766
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162678,50,796573363,10,ZFBH,56325816,6,8R1,YN21P01157R100J1J,"FILTER, FUEL",1,PC,"210,000","23,100",010.007-23.75288766
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162678,60,796573364,10,ZFBH,56325816,7,8R1,YN11P00039F1,"CLEANER, AIR",1,PC,"3,316,456","364,810",010.007-23.75288766
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162678,80,796573365,10,ZFBH,56325816,8,8R1,VHS156072190J1M," FILTER, OIL",1,PC,"115,700","12,727",010.007-23.75288766
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162678,90,796573366,10,ZFBH,56325816,9,8R1,YN21P01068R100J1J,"FILTER,FUEL",1,PC,"115,700","12,727",010.007-23.75288766
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162678,100,796573367,10,ZFBH,56325816,10,8R1,YN21P01088R100J1J,"FILTER,FUEL",1,PC,"115,700","12,727",010.007-23.75288766
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162678,30,796573368,10,ZFBH,56325816,11,8RB,DKL-EOILDH1-S22,OIL ENGINE DH1 15W40 (PAIL-22),1,PC,"650,000","71,500",010.007-23.75288766
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162678,70,796573369,10,ZFBH,56325816,12,8RB,DKL-EOILDH1-S22,OIL ENGINE DH1 15W40 (PAIL-22),1,PC,"650,000","71,500",010.007-23.75288766
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162678,110,796573370,10,ZFBH,56325816,13,8RB,DKL-EOILDH1-S22,OIL ENGINE DH1 15W40 (PAIL-22),1,PC,"650,000","71,500",010.007-23.75288766
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162680,10,796573335,10,ZFBH,56325817,1,8R1,VHS156072190J1M," FILTER, OIL",1,PC,"115,700","12,727",010.007-23.75288767
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162680,20,796573336,10,ZFBH,56325817,2,8R1,VH23390E0020J1M," ELEMENT, FUEL",1,PC,"115,700","12,727",010.007-23.75288767
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162680,30,796573337,10,ZFBH,56325817,3,8R1,YN21P01157R100J1J,"FILTER, FUEL",1,PC,"210,000","23,100",010.007-23.75288767
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162680,50,796573338,10,ZFBH,56325817,4,8R1,VH23390E0020J1M," ELEMENT, FUEL",1,PC,"115,700","12,727",010.007-23.75288767
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162680,60,796573339,10,ZFBH,56325817,5,8R1,YN21P01157R100J1J,"FILTER, FUEL",1,PC,"210,000","23,100",010.007-23.75288767
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162680,70,796573340,10,ZFBH,56325817,6,8R1,VH23390E0020J1M," ELEMENT, FUEL",1,PC,"115,700","12,727",010.007-23.75288767
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162680,80,796573341,10,ZFBH,56325817,7,8R1,YN21P01157R100J1J,"FILTER, FUEL",1,PC,"210,000","23,100",010.007-23.75288767
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162680,90,796573342,10,ZFBH,56325817,8,8R1,VH23390E0020J1M," ELEMENT, FUEL",1,PC,"115,700","12,727",010.007-23.75288767
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162680,100,796573343,10,ZFBH,56325817,9,8R1,YN21P01157R100J1J,"FILTER, FUEL",1,PC,"210,000","23,100",010.007-23.75288767
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162680,40,796573344,10,ZFBH,56325817,10,8RB,DKL-EOILDH1-S22,OIL ENGINE DH1 15W40 (PAIL-22),1,PC,"650,000","71,500",010.007-23.75288767
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162685,10,796573327,10,ZFBH,56325818,1,8R1,VHS156072190J1M," FILTER, OIL",1,PC,"115,700","12,727",010.007-23.75288768
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162685,20,796573328,10,ZFBH,56325818,2,8R1,VH23390E0020J1M," ELEMENT, FUEL",1,PC,"115,700","12,727",010.007-23.75288768
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162685,30,796573329,10,ZFBH,56325818,3,8R1,YN21P01157R100J1J,"FILTER, FUEL",1,PC,"210,000","23,100",010.007-23.75288768
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162685,40,796573330,10,ZFBH,56325818,4,8R1,YN11P00029S002D,"# ELEMENT,FILTER",1,PC,"318,000","34,980",010.007-23.75288768
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162685,50,796573331,10,ZFBH,56325818,5,8R1,YN11P00029S003D,"# ELEMENT,FILTER",1,PC,"376,200","41,382",010.007-23.75288768
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162685,60,796573332,10,ZFBH,56325818,6,8RB,DKL-HOIL68-I20,OIL HYD 68LL (PAIL),1,PC,"548,000","60,280",010.007-23.75288768
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162685,70,796573333,10,ZFBH,56325818,7,8RB,DKL-EOILDH1-S22,OIL ENGINE DH1 15W40 (PAIL-22),1,PC,"650,000","71,500",010.007-23.75288768
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162685,80,796573334,10,ZFBH,56325818,8,8RB,DKL-GOIL-90-I5,OIL GEAR 90 (PAIL 5 LITERS),3,PC,"675,000","74,250",010.007-23.75288768
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162687,10,796573314,10,ZFBH,56325819,1,8R1,VH23390E0020J1M," ELEMENT, FUEL",1,PC,"115,700","12,727",010.007-23.75288769
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162687,20,796573315,10,ZFBH,56325819,2,8R1,YN21P01157R100J1J,"FILTER, FUEL",1,PC,"210,000","23,100",010.007-23.75288769
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162687,30,796573316,10,ZFBH,56325819,3,8R1,VH23390E0020J1M," ELEMENT, FUEL",1,PC,"115,700","12,727",010.007-23.75288769
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162687,40,796573317,10,ZFBH,56325819,4,8R1,YN21P01157R100J1J,"FILTER, FUEL",1,PC,"210,000","23,100",010.007-23.75288769
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162687,50,796573318,10,ZFBH,56325819,5,8R1,VH23390E0020J1M," ELEMENT, FUEL",1,PC,"115,700","12,727",010.007-23.75288769
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162687,60,796573319,10,ZFBH,56325819,6,8R1,YN21P01157R100J1J,"FILTER, FUEL",1,PC,"210,000","23,100",010.007-23.75288769
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162687,70,796573320,10,ZFBH,56325819,7,8R1,VHS156072190J1M," FILTER, OIL",1,PC,"115,700","12,727",010.007-23.75288769
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162687,80,796573321,10,ZFBH,56325819,8,8R1,VH23390E0020J1M," ELEMENT, FUEL",1,PC,"115,700","12,727",010.007-23.75288769
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162687,90,796573322,10,ZFBH,56325819,9,8R1,YN21P01157R100J1J,"FILTER, FUEL",1,PC,"210,000","23,100",010.007-23.75288769
21.03.2023,,F7499A,PT.KALIMANTAN INTI MAJU,AR1,AYC,ZAB1,901162687,100,796573323,10,ZFBH,56325819,10,8RB,DKL-EOILDH1-S22,OIL ENGINE DH1 15W40 (PAIL-22),1,PC,"650,000","71,500",010.007-23.75288769
